DeviceAddress,Nome,MAC,TAG,LAT,LONG,Grupo,Modelo
000AF4E1,Luminaria,5C-CF-7F-0A-F4-E1,L062,-29.69071457,-51.1370003,Grupo 1,0,HDA-01
000AF423,Luminaria,5C-CF-7F-0A-F4-23,L070,-29.68954294,-51.10728647,Grupo 1,0,HDA-01
0006E736,Luminaria,5C-CF-7F-06-E7-36,L072,-29.6775845,-51.14214061,Grupo 1,0,HDA-01
0006E5F4,Luminaria,5C-CF-7F-06-E5-F4,L119,-29.68654139,-51.13953099,Grupo 1,0,HDA-01
0006E63A,Luminaria,5C-CF-7F-06-E6-3A,L084,-29.6801855,-51.10349394,Grupo 1,0,HDA-01
0006E5DD,Luminaria,5C-CF-7F-06-E5-DD,L100,-29.68547532,-51.08135097,Grupo 1,0,HDA-01
000AF6A3,Luminaria,5C-CF-7F-0A-F6-A3,L110,-29.6676806,-51.11040137,Grupo 1,0,HDA-01
0006E4F8,Luminaria,5C-CF-7F-06-E4-F8,L135,-29.67119394,-51.13525677,Grupo 1,0,HDA-01
000AF607,Luminaria,5C-CF-7F-0A-F6-07,L125,-29.68751463,-51.13363168,Grupo 1,0,HDA-01
0006E67B,Luminaria,5C-CF-7F-06-E6-7B,L101,-29.69534895,-51.12310617,Grupo 1,0,HDA-01
000AF570,Luminaria,5C-CF-7F-0A-F5-70,L091,-29.66789944,-51.07723203,Grupo 1,0,HDA-01
000AF454,Luminaria,5C-CF-7F-0A-F4-54,L126,-29.6956286,-51.09440078,Grupo 1,0,HDA-01
0006E5EF,Luminaria,5C-CF-7F-06-E5-EF,L116,-29.69192131,-51.14157783,Grupo 1,0,HDA-01
0006E5CC,Luminaria,5C-CF-7F-06-E5-CC,L092,-29.68707222,-51.11780787,Grupo 1,0,HDA-01
0006E545,Luminaria,5C-CF-7F-06-E5-45,L750,-29.68900059,-51.07719015,Grupo 8,0,HDA-01
0006E3FE,Luminaria,5C-CF-7F-06-E3-FE,L751,-29.67039551,-51.10097694,Grupo 1,0,HDA-01
0006E46A,Luminaria,5C-CF-7F-06-E4-6A,L749,-29.6948884,-51.12767375,Grupo 1,0,HDA-01
0006E75F,Luminaria,5C-CF-7F-06-E7-5F,L752,-29.67353277,-51.12697855,Grupo 1,0,HDA-01
000AF495,Luminaria,5C-CF-7F-0A-F4-95,L753,-29.66826515,-51.15570518,Grupo 1,0,HDA-01
0006E40A,Luminaria,5C-CF-7F-06-E4-0A,L754,-29.67282001,-51.11680751,Grupo 1,0,HDA-01
0006E71D,Luminaria,5C-CF-7F-06-E7-1D,L755,-29.6808951,-51.13667133,Grupo 1,0,HDA-01
0006E684,Luminaria,5C-CF-7F-06-E6-84,L001,-29.67439226,-51.0963999,Grupo 1,0,HDA-01
0006E779,Luminaria,5C-CF-7F-06-E7-79,L002,-29.66724504,-51.08860587,Grupo 1,0,HDA-01
0006E637,Luminaria,5C-CF-7F-06-E6-37,L003,-29.67025388,-51.11157999,Grupo 1,0,HDA-01
0006E621,Luminaria,5C-CF-7F-06-E6-21,L004,-29.67707946,-51.12040226,Grupo 1,0,HDA-01
0006E41D,Luminaria,5C-CF-7F-06-E4-1D,L005,-29.66923344,-51.14489751,Grupo 1,0,HDA-01
009E800C,Luminaria,18-FE-34-9E-80-0C,L006,-29.68262008,-51.08869512,Grupo 1,0,HDA-01
009E8149,Luminaria,18-FE-34-9E-81-49,L007,-29.68233692,-51.08815803,Grupo 1,0,HDA-01
009E8067,Luminaria,18-FE-34-9E-80-67,L008,-29.6708788,-51.13694055,Grupo 2,0,HDA-01
009E7F44,Luminaria,18-FE-34-9E-7F-44,L009,-29.68151193,-51.11133244,Grupo 1,0,HDA-01
0006E37E,Luminaria,5C-CF-7F-06-E3-7E,L010,-29.69089874,-51.12881569,Grupo 1,0,HDA-01
009E7FA3,Luminaria,18-FE-34-9E-7F-A3,L011,-29.66749608,-51.08401492,Grupo 1,0,HDA-01
009E80C8,Luminaria,18-FE-34-9E-80-C8,L012,-29.6925609,-51.11423632,Grupo 10,0,HDA-01
0006E695,Luminaria,5C-CF-7F-06-E6-95,L013,-29.69135514,-51.08290738,Grupo 1,0,HDA-01
009E80EB,Luminaria,18-FE-34-9E-80-EB,L014,-29.67170778,-51.0819728,Grupo 1,0,HDA-01
009E803D,Luminaria,18-FE-34-9E-80-3D,L015,-29.68196037,-51.07639696,Grupo 1,0,HDA-01
009E8245,Luminaria,18-FE-34-9E-82-45,L020,-29.68107322,-51.11026643,Grupo 1,0,HDA-01
009E7FFF,Luminaria,18-FE-34-9E-7F-FF,L025,-29.68976692,-51.09969185,Grupo 1,0,HDA-01
0006E5E7,Luminaria,5C-CF-7F-06-E5-E7,L644,-29.68556404,-51.12441258,Grupo 1,0,HDA-01
000AF560,Luminaria,5C-CF-7F-0A-F5-60,L647,-29.66728554,-51.07974265,Grupo 1,0,HDA-01
000AF67F,Luminaria,5C-CF-7F-0A-F6-7F,L649,-29.68596068,-51.13192118,Grupo 1,0,HDA-01
0006E4BF,Luminaria,5C-CF-7F-06-E4-BF,L652,-29.68617313,-51.12363044,Grupo 1,0,HDA-01
000AF686,Luminaria,5C-CF-7F-0A-F6-86,L654,-29.6738549,-51.12742311,Grupo 1,0,HDA-01
0006E40F,Luminaria,5C-CF-7F-06-E4-0F,L657,-29.67719465,-51.14380762,Grupo 1,0,HDA-01
0006E539,Luminaria,5C-CF-7F-06-E5-39,L659,-29.68330445,-51.13176676,Grupo 1,0,HDA-01
0006E427,Luminaria,5C-CF-7F-06-E4-27,L662,-29.66827861,-51.15522104,Grupo 1,0,HDA-01
000AF5B8,Luminaria,5C-CF-7F-0A-F5-B8,L664,-29.67832473,-51.14374324,Grupo 1,0,HDA-01
000AF531,Luminaria,5C-CF-7F-0A-F5-31,L667,-29.69104561,-51.15536207,Grupo 1,0,HDA-01
0006E3DB,Luminaria,5C-CF-7F-06-E3-DB,L672,-29.68181867,-51.09404812,Grupo 1,0,HDA-01
000AF617,Luminaria,5C-CF-7F-0A-F6-17,L677,-29.69242166,-51.15572902,Grupo 1,0,HDA-01
0006E49E,Luminaria,5C-CF-7F-06-E4-9E,L651,-29.67800757,-51.15185909,Grupo 1,0,HDA-01
000AF4A9,Luminaria,5C-CF-7F-0A-F4-A9,L650,-29.67394432,-51.14329649,Grupo 1,0,HDA-01
000AF61E,Luminaria,5C-CF-7F-0A-F6-1E,L655,-29.68552436,-51.09760726,Grupo 1,0,HDA-01
0006E4C6,Luminaria,5C-CF-7F-06-E4-C6,L661,-29.68126483,-51.15365377,Grupo 1,0,HDA-01
0006E381,Luminaria,5C-CF-7F-06-E3-81,L660,-29.66689621,-51.11374865,Grupo 1,0,HDA-01
0006E3A7,Luminaria,5C-CF-7F-06-E3-A7,L666,-29.69510991,-51.15460775,Grupo 1,0,HDA-01
0006E653,Luminaria,5C-CF-7F-06-E6-53,L674,-29.68238155,-51.13057233,Grupo 1,0,HDA-01
0006E682,Luminaria,5C-CF-7F-06-E6-82,L670,-29.67992006,-51.07855462,Grupo 1,0,HDA-01
0006E711,Luminaria,5C-CF-7F-06-E7-11,L656,-29.69468387,-51.13931402,Grupo 1,0,HDA-01
0006E4B3,Luminaria,5C-CF-7F-06-E4-B3,L665,-29.68932671,-51.11844587,Grupo 1,0,HDA-01
0006E6E5,Luminaria,5C-CF-7F-06-E6-E5,L679,-29.68233516,-51.07700398,Grupo 1,0,HDA-01
0006E55C,Luminaria,5C-CF-7F-06-E5-5C,L675,-29.68553683,-51.11610861,Grupo 1,0,HDA-01
000AF566,Luminaria,5C-CF-7F-0A-F5-66,L648,-29.67484664,-51.11892758,Grupo 1,0,HDA-01
000AF486,Luminaria,5C-CF-7F-0A-F4-86,L653,-29.68658068,-51.08274219,Grupo 1,0,HDA-01
0006E76E,Luminaria,5C-CF-7F-06-E7-6E,L658,-29.67754188,-51.11376022,Grupo 1,0,HDA-01
0006E49A,Luminaria,5C-CF-7F-06-E4-9A,L663,-29.68209637,-51.13584287,Grupo 1,0,HDA-01
000AF46B,Luminaria,5C-CF-7F-0A-F4-6B,L668,-29.69372071,-51.14845014,Grupo 1,0,HDA-01
0006E500,Luminaria,5C-CF-7F-06-E5-00,L673,-29.67412505,-51.14403383,Grupo 1,0,HDA-01
0006E415,Luminaria,5C-CF-7F-06-E4-15,L678,-29.68156645,-51.15188843,Grupo 1,0,HDA-01
000AF670,Luminaria,5C-CF-7F-0A-F6-70,L671,-29.68489255,-51.14828601,Grupo 1,0,HDA-01
000AF453,Luminaria,5C-CF-7F-0A-F4-53,L676,-29.68721454,-51.13521917,Grupo 1,0,HDA-01
0006E389,Luminaria,5C-CF-7F-06-E3-89,L680,-29.69263568,-51.1527741,Grupo 1,0,HDA-01
000AF4C8,Luminaria,5C-CF-7F-0A-F4-C8,L681,-29.68050866,-51.15518422,Grupo 1,0,HDA-01
0006E4F9,Luminaria,5C-CF-7F-06-E4-F9,L686,-29.69011718,-51.13058393,Grupo 1,0,HDA-01
0006E41E,Luminaria,5C-CF-7F-06-E4-1E,L690,-29.68368797,-51.1529776,Grupo 1,0,HDA-01
000AF5B7,Luminaria,5C-CF-7F-0A-F5-B7,L701,-29.694522,-51.12832222,Grupo 1,0,HDA-01
0006E4DF,Luminaria,5C-CF-7F-06-E4-DF,L710,-29.67609803,-51.14767798,Grupo 1,0,HDA-01
0006E730,Luminaria,5C-CF-7F-06-E7-30,L719,-29.68464963,-51.14525999,Grupo 1,0,HDA-01
0006E614,Luminaria,5C-CF-7F-06-E6-14,L729,-29.69153777,-51.11118306,Grupo 1,0,HDA-01
000AF4AB,Luminaria,5C-CF-7F-0A-F4-AB,L682,-29.68234786,-51.15663571,Grupo 1,0,HDA-01
000AF4DD,Luminaria,5C-CF-7F-0A-F4-DD,L687,-29.66610793,-51.09517061,Grupo 1,0,HDA-01
000AF55F,Luminaria,5C-CF-7F-0A-F5-5F,L692,-29.69491933,-51.08168955,Grupo 1,0,HDA-01
000AF6BD,Luminaria,5C-CF-7F-0A-F6-BD,L702,-29.67625048,-51.11818245,Grupo 1,0,HDA-01
0006E563,Luminaria,5C-CF-7F-06-E5-63,L728,-29.68201276,-51.09727187,Grupo 1,0,HDA-01
000AF6B5,Luminaria,5C-CF-7F-0A-F6-B5,L715,-29.69317813,-51.106284,Grupo 1,0,HDA-01
0006E5AA,Luminaria,5C-CF-7F-06-E5-AA,L694,-29.69367808,-51.11087222,Grupo 1,0,HDA-01
0006E391,Luminaria,5C-CF-7F-06-E3-91,L683,-29.68840481,-51.08734064,Grupo 1,0,HDA-01
0006E4B8,Luminaria,5C-CF-7F-06-E4-B8,L688,-29.68588943,-51.10553889,Grupo 1,0,HDA-01
0006E423,Luminaria,5C-CF-7F-06-E4-23,L693,-29.67767111,-51.0932685,Grupo 1,0,HDA-01
0006E4CE,Luminaria,5C-CF-7F-06-E4-CE,L706,-29.67291288,-51.10810067,Grupo 1,0,HDA-01
000AF58D,Luminaria,5C-CF-7F-0A-F5-8D,L713,-29.69147193,-51.11951748,Grupo 1,0,HDA-01
000AF541,Luminaria,5C-CF-7F-0A-F5-41,L709,-29.684492,-51.10188034,Grupo 1,0,HDA-01
000AF5F3,Luminaria,5C-CF-7F-0A-F5-F3,L699,-29.68135072,-51.14186188,Grupo 1,0,HDA-01
000AF5A7,Luminaria,5C-CF-7F-0A-F5-A7,L684,-29.67560341,-51.14756511,Grupo 1,0,HDA-01
000AF46C,Luminaria,5C-CF-7F-0A-F4-6C,L689,-29.67601347,-51.14652728,Grupo 1,0,HDA-01
000AF6AE,Luminaria,5C-CF-7F-0A-F6-AE,L696,-29.67393924,-51.13271853,Grupo 1,0,HDA-01
000AF525,Luminaria,5C-CF-7F-0A-F5-25,L722,-29.68280966,-51.10524593,Grupo 1,0,HDA-01
0006E3AC,Luminaria,5C-CF-7F-06-E3-AC,L708,-29.69172702,-51.11184857,Grupo 1,0,HDA-01
0006E446,Luminaria,5C-CF-7F-06-E4-46,L703,-29.67196543,-51.1490705,Grupo 1,0,HDA-01
0006E630,Luminaria,5C-CF-7F-06-E6-30,L704,-29.67594642,-51.10715846,Grupo 1,0,HDA-01
0006E4C7,Luminaria,5C-CF-7F-06-E4-C7,L685,-29.67656972,-51.12386458,Grupo 1,0,HDA-01
0006E4A9,Luminaria,5C-CF-7F-06-E4-A9,L691,-29.68698224,-51.09005458,Grupo 1,0,HDA-01
0006E6A4,Luminaria,5C-CF-7F-06-E6-A4,L697,-29.66758435,-51.1077377,Grupo 1,0,HDA-01
000AF61D,Luminaria,5C-CF-7F-0A-F6-1D,L712,-29.68148105,-51.0882047,Grupo 1,0,HDA-01
000AF53D,Luminaria,5C-CF-7F-0A-F5-3D,L698,-29.66947546,-51.08608247,Grupo 1,0,HDA-01
000AF42B,Luminaria,5C-CF-7F-0A-F4-2B,L723,-29.68880328,-51.07732457,Grupo 1,0,HDA-01
000AF6C7,Luminaria,5C-CF-7F-0A-F6-C7,L711,-29.69589356,-51.10103587,Grupo 1,0,HDA-01
0006E3E1,Luminaria,5C-CF-7F-06-E3-E1,L714,-29.68062137,-51.1338112,Grupo 1,0,HDA-01
000AF6BC,Luminaria,5C-CF-7F-0A-F6-BC,L717,-29.67722177,-51.08476133,Grupo 1,0,HDA-01
000AF442,Luminaria,5C-CF-7F-0A-F4-42,L724,-29.6669089,-51.151299,Grupo 1,0,HDA-01
000AF694,Luminaria,5C-CF-7F-0A-F6-94,L695,-29.67623393,-51.12135942,Grupo 1,0,HDA-01
000AF45B,Luminaria,5C-CF-7F-0A-F4-5B,L718,-29.6745258,-51.08408931,Grupo 1,0,HDA-01
0006E6C1,Luminaria,5C-CF-7F-06-E6-C1,L705,-29.66636803,-51.11703751,Grupo 1,0,HDA-01
0006E472,Luminaria,5C-CF-7F-06-E4-72,L721,-29.67716074,-51.13021274,Grupo 1,0,HDA-01
0006E4D0,Luminaria,5C-CF-7F-06-E4-D0,L730,-29.68791901,-51.09387699,Grupo 1,0,HDA-01
0006E56C,Luminaria,5C-CF-7F-06-E5-6C,L707,-29.67006151,-51.1005864,Grupo 1,0,HDA-01
0006E4F1,Luminaria,5C-CF-7F-06-E4-F1,L731,-29.67310988,-51.07864914,Grupo 1,0,HDA-01
0006E335,Luminaria,5C-CF-7F-06-E3-35,L716,-29.66561519,-51.10454661,Grupo 1,0,HDA-01
0006E32A,Luminaria,5C-CF-7F-06-E3-2A,L700,-29.6782854,-51.10802668,Grupo 1,0,HDA-01
0006E4D5,Luminaria,5C-CF-7F-06-E4-D5,L726,-29.67272244,-51.1311876,Grupo 1,0,HDA-01
0006E5AE,Luminaria,5C-CF-7F-06-E5-AE,L720,-29.67981263,-51.10326783,Grupo 1,0,HDA-01
000AF48C,Luminaria,5C-CF-7F-0A-F4-8C,L727,-29.68981981,-51.11615437,Grupo 1,0,HDA-01
000AF5C5,Luminaria,5C-CF-7F-0A-F5-C5,L733,-29.66664805,-51.10091542,Grupo 1,0,HDA-01
000AF5D1,Luminaria,5C-CF-7F-0A-F5-D1,L734,-29.68830176,-51.14896075,Grupo 1,0,HDA-01
0006E76C,Luminaria,5C-CF-7F-06-E7-6C,L735,-29.69078684,-51.11394557,Grupo 1,0,HDA-01
0006E38F,Luminaria,5C-CF-7F-06-E3-8F,L739,-29.67024681,-51.11477723,Grupo 1,0,HDA-01
0006E708,Luminaria,5C-CF-7F-06-E7-08,L725,-29.69139311,-51.13968619,Grupo 1,0,HDA-01
0006E46C,Luminaria,5C-CF-7F-06-E4-6C,L737,-29.69081978,-51.14870678,Grupo 1,0,HDA-01
000AF621,Luminaria,5C-CF-7F-0A-F6-21,L740,-29.69128282,-51.11278011,Grupo 1,0,HDA-01
000AF57D,Luminaria,5C-CF-7F-0A-F5-7D,L742,-29.682396,-51.08976648,Grupo 1,0,HDA-01
0006E3E9,Luminaria,5C-CF-7F-06-E3-E9,L738,-29.69077372,-51.1385822,Grupo 7,0,HDA-01
0006E751,Luminaria,5C-CF-7F-06-E7-51,L743,-29.67992529,-51.15277252,Grupo 1,0,HDA-01
0006E45E,Luminaria,5C-CF-7F-06-E4-5E,L745,-29.69098004,-51.14119538,Grupo 1,0,HDA-01
0006E75B,Luminaria,5C-CF-7F-06-E7-5B,L744,-29.66864225,-51.11236303,Grupo 1,0,HDA-01
000AF43C,Luminaria,5C-CF-7F-0A-F4-3C,L747,-29.66767353,-51.09527158,Grupo 1,0,HDA-01
000AF66D,Luminaria,5C-CF-7F-0A-F6-6D,L748,-29.68660272,-51.15369899,Grupo 1,0,HDA-01
000AF521,Luminaria,5C-CF-7F-0A-F5-21,L736,-29.69587423,-51.15235112,Grupo 1,0,HDA-01
0006E429,Luminaria,5C-CF-7F-06-E4-29,L741,-29.67110118,-51.13633062,Grupo 1,0,HDA-01
0006E55E,Luminaria,5C-CF-7F-06-E5-5E,L076,-29.68685376,-51.1470624,Grupo 1,0,HDA-01
000AF69D,Luminaria,5C-CF-7F-0A-F6-9D,L068,-29.68996918,-51.15806322,Grupo 1,0,HDA-01
0006E5A6,Luminaria,5C-CF-7F-06-E5-A6,L089,-29.67636978,-51.08677475,Grupo 1,0,HDA-01
0006E655,Luminaria,5C-CF-7F-06-E6-55,L073,-29.6848675,-51.15757137,Grupo 1,0,HDA-01
0006E543,Luminaria,5C-CF-7F-06-E5-43,L114,-29.69410699,-51.13918925,Grupo 1,0,HDA-01
0006E499,Luminaria,5C-CF-7F-06-E4-99,L080,-29.66808239,-51.11660333,Grupo 1,0,HDA-01
0006E613,Luminaria,5C-CF-7F-06-E6-13,L124,-29.68464841,-51.08569225,Grupo 1,0,HDA-01
0006E5C9,Luminaria,5C-CF-7F-06-E5-C9,L096,-29.66698862,-51.09465516,Grupo 1,0,HDA-01
0006E5BC,Luminaria,5C-CF-7F-06-E5-BC,L099,-29.69469399,-51.11824684,Grupo 1,0,HDA-01
0006E457,Luminaria,5C-CF-7F-06-E4-57,L105,-29.66957152,-51.15783333,Grupo 1,0,HDA-01
000AF54A,Luminaria,5C-CF-7F-0A-F5-4A,L115,-29.66701309,-51.12925835,Grupo 1,0,HDA-01
0006E468,Luminaria,5C-CF-7F-06-E4-68,L078,-29.68386957,-51.11572451,Grupo 1,0,HDA-01
0006E373,Luminaria,5C-CF-7F-06-E3-73,L121,-29.69257384,-51.10536613,Grupo 1,0,HDA-01
0006E43F,Luminaria,5C-CF-7F-06-E4-3F,L130,-29.69591451,-51.14142646,Grupo 1,0,HDA-01
000AF51B,Luminaria,5C-CF-7F-0A-F5-1B,L081,-29.68756904,-51.14733687,Grupo 1,0,HDA-01
0006E622,Luminaria,5C-CF-7F-06-E6-22,L087,-29.6847479,-51.14112908,Grupo 1,0,HDA-01
0006E516,Luminaria,5C-CF-7F-06-E5-16,L106,-29.68785256,-51.12906988,Grupo 1,0,HDA-01
000AF457,Luminaria,5C-CF-7F-0A-F4-57,L112,-29.66812175,-51.15288646,Grupo 1,0,HDA-01
0006E435,Luminaria,5C-CF-7F-06-E4-35,L131,-29.67209706,-51.13069009,Grupo 1,0,HDA-01
0006E676,Luminaria,5C-CF-7F-06-E6-76,L098,-29.67362244,-51.1342004,Grupo 1,0,HDA-01
0006E70E,Luminaria,5C-CF-7F-06-E7-0E,L097,-29.67009876,-51.12887763,Grupo 1,0,HDA-01
0006E593,Luminaria,5C-CF-7F-06-E5-93,L155,-29.68405026,-51.1336506,Grupo 1,0,HDA-01
000AF496,Luminaria,5C-CF-7F-0A-F4-96,L122,-29.67517186,-51.08860543,Grupo 1,0,HDA-01
0006E59E,Luminaria,5C-CF-7F-06-E5-9E,L140,-29.67212797,-51.08923309,Grupo 1,0,HDA-01
0006E73E,Luminaria,5C-CF-7F-06-E7-3E,L137,-29.6886883,-51.14331292,Grupo 1,0,HDA-01
000AF4C7,Luminaria,5C-CF-7F-0A-F4-C7,L151,-29.67754487,-51.10670357,Grupo 1,0,HDA-01
0006E439,Luminaria,5C-CF-7F-06-E4-39,L180,-29.68306758,-51.0935847,Grupo 1,0,HDA-01
0006E3E0,Luminaria,5C-CF-7F-06-E3-E0,L190,-29.69395285,-51.09793929,Grupo 1,0,HDA-01
000AF61B,Luminaria,5C-CF-7F-0A-F6-1B,L128,-29.66970533,-51.11269817,Grupo 1,0,HDA-01
0006E604,Luminaria,5C-CF-7F-06-E6-04,L205,-29.69208602,-51.10855913,Grupo 1,0,HDA-01
000AF4F7,Luminaria,5C-CF-7F-0A-F4-F7,L215,-29.69079922,-51.13771478,Grupo 1,0,HDA-01
0006E46B,Luminaria,5C-CF-7F-06-E4-6B,L201,-29.6850178,-51.15127771,Grupo 1,0,HDA-01
0006E4EC,Luminaria,5C-CF-7F-06-E4-EC,L165,-29.69120725,-51.11708011,Grupo 1,0,HDA-01
0006E6C0,Luminaria,5C-CF-7F-06-E6-C0,L176,-29.67247473,-51.13124465,Grupo 1,0,HDA-01
0006E4E7,Luminaria,5C-CF-7F-06-E4-E7,L161,-29.67551907,-51.15340916,Grupo 1,0,HDA-01
0006E413,Luminaria,5C-CF-7F-06-E4-13,L226,-29.68069258,-51.13197117,Grupo 1,0,HDA-01
000AF435,Luminaria,5C-CF-7F-0A-F4-35,L186,-29.67259011,-51.08320413,Grupo 1,0,HDA-01
0006E50E,Luminaria,5C-CF-7F-06-E5-0E,L211,-29.69467452,-51.15892139,Grupo 1,0,HDA-01
000AF4C5,Luminaria,5C-CF-7F-0A-F4-C5,L172,-29.68514041,-51.12449535,Grupo 1,0,HDA-01
000AF629,Luminaria,5C-CF-7F-0A-F6-29,L108,-29.68129071,-51.12016185,Grupo 1,0,HDA-01
000AF6A7,Luminaria,5C-CF-7F-0A-F6-A7,L182,-29.69305405,-51.12756692,Grupo 1,0,HDA-01
0006E36F,Luminaria,5C-CF-7F-06-E3-6F,L138,-29.68293142,-51.12093638,Grupo 1,0,HDA-01
000AF59A,Luminaria,5C-CF-7F-0A-F5-9A,L197,-29.68970358,-51.12829304,Grupo 1,0,HDA-01
0006E57B,Luminaria,5C-CF-7F-06-E5-7B,L157,-29.67054021,-51.08758048,Grupo 1,0,HDA-01
000AF6B0,Luminaria,5C-CF-7F-0A-F6-B0,L222,-29.67016167,-51.14363267,Grupo 1,0,HDA-01
000AF4E5,Luminaria,5C-CF-7F-0A-F4-E5,L207,-29.6702882,-51.14278095,Grupo 1,0,HDA-01
0006E4C5,Luminaria,5C-CF-7F-06-E4-C5,L163,-29.66783464,-51.12552022,Grupo 1,0,HDA-01
000AF65E,Luminaria,5C-CF-7F-0A-F6-5E,L088,-29.68026643,-51.08976306,Grupo 1,0,HDA-01
0006E674,Luminaria,5C-CF-7F-06-E6-74,L188,-29.67304021,-51.13815558,Grupo 1,0,HDA-01
0006E56D,Luminaria,5C-CF-7F-06-E5-6D,L153,-29.69438167,-51.12760631,Grupo 1,0,HDA-01
000AF45C,Luminaria,5C-CF-7F-0A-F4-5C,L213,-29.6837583,-51.13223258,Grupo 1,0,HDA-01
000AF59E,Luminaria,5C-CF-7F-0A-F5-9E,L178,-29.68387913,-51.09049498,Grupo 1,0,HDA-01
000AF575,Luminaria,5C-CF-7F-0A-F5-75,L118,-29.69474886,-51.09203623,Grupo 1,0,HDA-01
0006E6D4,Luminaria,5C-CF-7F-06-E6-D4,L203,-29.68641391,-51.11089939,Grupo 1,0,HDA-01
0006E4C3,Luminaria,5C-CF-7F-06-E4-C3,L228,-29.66883067,-51.15528748,Grupo 1,0,HDA-01
0006E36A,Luminaria,5C-CF-7F-06-E3-6A,L184,-29.69396376,-51.14812508,Grupo 1,0,HDA-01
0006E5C0,Luminaria,5C-CF-7F-06-E5-C0,L174,-29.67014387,-51.11322907,Grupo 1,0,HDA-01
000AF6A9,Luminaria,5C-CF-7F-0A-F6-A9,L159,-29.67823905,-51.13247836,Grupo 1,0,HDA-01
000AF565,Luminaria,5C-CF-7F-0A-F5-65,L233,-29.672022,-51.1151323,Grupo 1,0,HDA-01
0006E39E,Luminaria,5C-CF-7F-06-E3-9E,L199,-29.68611228,-51.11750365,Grupo 1,0,HDA-01
000AF598,Luminaria,5C-CF-7F-0A-F5-98,L235,-29.69514146,-51.13609619,Grupo 1,0,HDA-01
000AF519,Luminaria,5C-CF-7F-0A-F5-19,L224,-29.66877766,-51.1296016,Grupo 1,0,HDA-01
0006E3D3,Luminaria,5C-CF-7F-06-E3-D3,L240,-29.67528666,-51.08612158,Grupo 1,0,HDA-01
000AF666,Luminaria,5C-CF-7F-0A-F6-66,L234,-29.68842645,-51.1326828,Grupo 1,0,HDA-01
0006E709,Luminaria,5C-CF-7F-06-E7-09,L245,-29.67624937,-51.1281828,Grupo 1,0,HDA-01
0006E6A9,Luminaria,5C-CF-7F-06-E6-A9,L237,-29.69400827,-51.11209555,Grupo 1,0,HDA-01
0006E4BA,Luminaria,5C-CF-7F-06-E4-BA,L250,-29.67894649,-51.09173769,Grupo 1,0,HDA-01
000AF587,Luminaria,5C-CF-7F-0A-F5-87,L243,-29.68155946,-51.10265626,Grupo 1,0,HDA-01
0006E39D,Luminaria,5C-CF-7F-06-E3-9D,L143,-29.68753777,-51.08446122,Grupo 1,0,HDA-01
0006E5E2,Luminaria,5C-CF-7F-06-E5-E2,L246,-29.6768729,-51.09404978,Grupo 1,0,HDA-01
000AF63F,Luminaria,5C-CF-7F-0A-F6-3F,L168,-29.67177435,-51.12213435,Grupo 1,0,HDA-01
000AF469,Luminaria,5C-CF-7F-0A-F4-69,L253,-29.69228105,-51.15742655,Grupo 1,0,HDA-01
0006E3A4,Luminaria,5C-CF-7F-06-E3-A4,L193,-29.68243708,-51.13715285,Grupo 1,0,HDA-01
0006E5BB,Luminaria,5C-CF-7F-06-E5-BB,L258,-29.69351337,-51.0797287,Grupo 1,0,HDA-01
000AF69B,Luminaria,5C-CF-7F-0A-F6-9B,L255,-29.67899397,-51.09475283,Grupo 1,0,HDA-01
0006E49D,Luminaria,5C-CF-7F-06-E4-9D,L263,-29.67452212,-51.09003062,Grupo 1,0,HDA-01
0006E4FB,Luminaria,5C-CF-7F-06-E4-FB,L268,-29.67395891,-51.09469723,Grupo 1,0,HDA-01
0006E3AE,Luminaria,5C-CF-7F-06-E3-AE,L218,-29.66741694,-51.0812227,Grupo 1,0,HDA-01
000AF58F,Luminaria,5C-CF-7F-0A-F5-8F,L139,-29.6721343,-51.15371686,Grupo 1,0,HDA-01
000AF491,Luminaria,5C-CF-7F-0A-F4-91,L265,-29.66975438,-51.10914611,Grupo 1,0,HDA-01
0006E6E6,Luminaria,5C-CF-7F-06-E6-E6,L278,-29.67806666,-51.14159877,Grupo 1,0,HDA-01
0006E41A,Luminaria,5C-CF-7F-06-E4-1A,L283,-29.67624745,-51.11495826,Grupo 1,0,HDA-01
000AF4D8,Luminaria,5C-CF-7F-0A-F4-D8,L260,-29.67259732,-51.09137766,Grupo 1,0,HDA-01
000AF4C0,Luminaria,5C-CF-7F-0A-F4-C0,L273,-29.68108882,-51.14057748,Grupo 1,0,HDA-01
0006E52F,Luminaria,5C-CF-7F-06-E5-2F,L288,-29.69472166,-51.14814553,Grupo 1,0,HDA-01
000AF619,Luminaria,5C-CF-7F-0A-F6-19,L164,-29.66886102,-51.15503616,Grupo 1,0,HDA-01
0006E476,Luminaria,5C-CF-7F-06-E4-76,L059,-29.67176429,-51.14642432,Grupo 1,0,HDA-01
0006E4BB,Luminaria,5C-CF-7F-06-E4-BB,L293,-29.68723097,-51.12432009,Grupo 1,0,HDA-01
000AF59F,Luminaria,5C-CF-7F-0A-F5-9F,L064,-29.68876191,-51.12207318,Grupo 1,0,HDA-01
000AF614,Luminaria,5C-CF-7F-0A-F6-14,L296,-29.67350368,-51.13783492,Grupo 1,0,HDA-01
000AF468,Luminaria,5C-CF-7F-0A-F4-68,L069,-29.66708545,-51.13555235,Grupo 1,0,HDA-01
